# 2021/11/14 - 18:40 | PDB: 45.21 | UniProt: 2021.04
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
1uls	A	Q5SK98	8058473	8058472
1rpn	A	Q51366	8058505	8058504
1wvg	A	P26397	8058515	8058514
5koi	C	Q57A95	8063130	8063129
3oif	B	P54616	8063152	8063151
5jyd	B	B4EEE3	8063176	8063175
4yqy	A	A3T0C9	8063180	8063179
3r1i	B	B2HE09	8063182	8063181
4wec	A	A0QVJ7	8063192	8063191
3emk	A	Q2YMG6	8063196	8063195
5z2l	A	P39333	8063198	8063197
5itv	A	P39640	8063228	8063227
3grp	C	A0A0H3LWT6	8063252	8063251
5x8h	A	X2D0L0	8063270	8063269
3rih	C	B1MJ88	8063274	8063273
4ibo	B	A9CJ43	8063286	8063285
6bi4	A	A0A6L7HMN5	8066226	8066225
4zrn	A	Q9WYX9	8066228	8066227
1keu	A	P26391	8066234	8066233
2c20	A	A0A6L8PTV5	8066244	8066243
4o5o	A	A0A0H3G6B0	8066816	8066815
4cqm	D	Q92506	8066830	8066829
4nbt	A	A9NFJ2	8066836	8066835
6d9y	A	B2JLJ0	8066838	8066837
4fn4	A	Q4J9F2	8066872	8066871
4rf3	A	Q6WVP7	8066874	8066873
4iin	A	O25286	8066892	8066891
4o6v	A	B0CL43	8066930	8066929
4gh5	A	A7IQH5	8066938	8066937
5u2w	B	B4E730	8066946	8066945
2wdz	A	C0KTJ6	8066978	8066977
4osp	A	K0IB23	8066998	8066997
3pgx	A	Q73SC8	8068147	8068146
3sx2	H	Q73W00	8068151	8068150
2y93	A	Q46381	8068161	8068160
3e03	A	Q8P5Q1	8068163	8068162
4h16	A	Q92YJ2	8068165	8068164
3uve	A	A0A0H2ZTN5	8068167	8068166
3enk	B	Q3JPI3	8073940	8073939
4z9f	C	Q46346	8076091	8076090
5tqv	A	A0A0H3KHT8	8083688	8083687
3u9l	A	Q92W71	8086154	8086153
5gt9	B	A4ECA9	8086770	8086769
2qw8	A	Q15GI4	8088949	8088948
6q1y	A	A0A0H2ZSV5	8093848	8093847
6ahe	D	D0CAD5	8094683	8094682
6wpr	A	V5VHN7	8095045	8095044
6pzn	A	A0A1S2FVD8	8095081	8095080
4d42	C	A0A0J9X1Y0	8096252	8096251
4nbr	A	Q577I6	8099552	8099551
3m1a	D	Q82PV2	8100054	8100053
7anh	A	A0A5T1PRU5	8101307	8101306
7ll6	A	A9WYA5	8102649	8102648
7lgb	A	O53547	8102771	8102770
7c3v	A	A0A1B0UHJ2	8103040	8103039
7kxa	A	X7XQY2	8103546	8103545
7czc	B	K5VE97	8104289	8104288
6yur	D	Q2FZQ3	8104313	8104312
1dxh	A	P08308	8032909	8020529
1fb5	A	P84010	8035723	8023343
1pvv	A	Q51742	8039215	8026836
1d0c	A	P29473	8035505	8023125
2vz8	A	A5YV76	8055926	8055924
1piw	A	Q04894	8057513	8057511
1e3i	A	Q9QYY9	8057528	8057526
1kol	A	P46154	8057653	8057651
2ldx	A	P00342	8057318	8057317
1t2d	A	Q27743	8057320	8057319
1uxg	A	P80040	8057342	8057341
4lmr	A	Q81EP4	8059690	8059689
3tl2	A	Q6HSF4	8059718	8059717
4plv	D	A0A075B5H0	8059724	8059723
4bgv	A	Q6L0C3	8059740	8059739
6aoo	A	P44427	8059760	8059759
6dux	A	Q9AGA6	8082056	8082055
6k13	A	I7J7V6	8094707	8094706
6itk	B	Q8NN33	8095157	8095156
6or9	B	A0A5H1ZR53	8096910	8096909
3zh2	C	Q76NM3	8099944	8099943
1j5x	A	Q9WZS0	8039867	8027488
2xhz	D	P45395	8063710	8063709
4v6u	AB	Q8U0F0	8063808	8063807
5myj	AB	A2RNV0	8063834	8063833
4v4v	AB	P0A7V0	8063838	8063837
4v5b	BB	P0A7V1	8063844	8063843
2yva	A	P66817	8088710	8088709
6tmf	B	A0A218NZR2	8093822	8093821
6ztn	AB	C3TPN2	8097404	8097403
1iuh	A	Q5SHB1	8044562	8032184
2ydc	A	P16330	8077322	8077321
1woj	A	P09543	8077324	8077323
4h7w	A	Q9BQ65	8090905	8045530
5uqj	A	Q12208	8090907	8090906
5yu0	A	D9UBW0	8063738	8063737
2i99	A	Q14894	8101601	8101600
1lnq	A	O27564	8057606	8057605
1id1	A	P31069	8057612	8003953
2g82	A	P00361	8056116	8056115
1hdg	O	P17721	8056118	8056117
1vc2	A	P84125	8056132	8056131
1rm4	A	P19866	8056136	8056135
2nvw	A	Q06433	8056153	8056152
1yl7	A	P9WP23	8058142	8058141
2yv3	A	Q5SKU8	8058762	8058761
6bac	A	Q5F5D2	8058782	8058781
4z0h	R	P25858	8068865	8068864
5tej	A	Q8DEM0	8071786	8071785
3ijp	B	Q6G2G3	8071796	8071795
5kt0	A	Q3MFY8	8071798	8071797
6d23	A	Q1WBU6	8076811	8076810
3c8m	A	Q97BR6	8100412	8100411
7d1g	A	A6LR04	8102643	8102642
7m92	A	A0A2H1A6V9	8102789	8102788
1sc6	A	P0A9T0	8017558	8001019
5z21	A	Q8RG11	8078031	8078030
2ekl	A	Q972A9	8078035	8078034
2gcg	B	Q9UBQ7	8079260	8079259
2dbq	A	O58320	8080413	8080412
5uog	D	Q92LZ4	8080419	8080418
4dgs	A	Q931A1	8087703	8087702
3evt	A	F9URQ7	8097786	8097785
5z1z	C	P52643	8098738	8098737
1nzi	A	P09871	8033760	8021380
2do8	A	Q7VKS7	8039850	8027471
1kyq	B	P15807	8001034	8001033
1lua	A	P55818	8001046	8001045
1vl6	A	Q9WZ12	8001072	8001071
1p74	A	P43876	8056177	8056176
1a4i	B	P11586	8056181	8056180
3k92	B	P39633	8067017	8067016
5ijz	A	P31026	8067029	8067028
5dzs	A	Q187E7	8074736	8074735
3fbt	A	Q97KM0	8074740	8074739
4omu	A	Q88RQ5	8074742	8074741
2h2m	A	Q8N668	8102966	8046651
3ixs	F	Q8N488	8102967	8046650
1np3	A	Q9HVA2	8001124	8001123
1wdk	A	P28793	8017508	8001143
1qmg	A	Q01292	8017592	8001130
2f1k	A	P73906	8058542	8058541
3dfu	A	Q8NM90	8090778	8045485
3d1l	A	Q5LAQ6	8090780	8045487
3g5b	A	O08722	8102973	8046642
6m3p	C	O70511	8102980	8102974
1d7y	A	Q52437	8056220	8056219
1ojt	A	Q51225	8057744	8057743
5j60	C	Q7NMP6	8075443	8075442
1tkl	A	P11353	8040281	8027902
1qme	A	P14677	8037247	8024868
1rq0	A	Q9X183	8054404	8054403
2gqf	A	P44941	8056142	8056140
1qyr	A	P06992	8090706	8090705
3tqs	A	Q83AC2	8090710	8090709
6ifw	A	P37468	8090714	8090713
1i4w	A	P14908	8090726	8090725
6o8y	m	A0A1B4XKT7	8096454	8096453
6dzk	M	A0QSL5	8096982	8096981
5tga	c8	P0CX55	8098450	8098449
1jnr	A	O28603	8056070	8056069
1d4d	A	P83223	8058548	8058547
1c0p	A	P80324	8001378	8001377
2bcg	G	P39958	8001400	8001399
1lv0	A	P21856	8056251	8056250
2vou	A	Q93NG3	8057724	8057723
2du8	A	P14920	8068931	8068930
5eqd	A	A0R629	8080628	8080627
1gpj	A	Q9UXR8	8001494	8001493
1co4	A	P41772	8039328	8026949
1vqz	A	A0A0H2UQ30	8032680	8020300
1bbu	A	P0A8N3	8035901	8023521
1qf6	A	P0A8M3	8035951	8023571
1l0w	A	P36419	8040932	8028553
3od1	B	Q9K6Z0	8100562	8100561
3err	A	Q5SJX7	8101645	8101644
4y21	A	Q62768	8048008	8018900
4a64	C	Q13620	8084780	8084779
1a95	B	P0A9M5	8032217	8019837
1dqn	A	Q24973	8032230	8019850
1bzy	A	P00492	8032231	8019851
3o7m	A	A0A6L8PVA4	8064564	8064563
5esw	A	Q5ZVC1	8064584	8064583
2ehj	A	P0A8F0	8083049	8083048
5zgo	E	Q5SHW6	8095811	8095810
7rh8	A	Q59QT3	8103989	8103988
1j0a	A	O57809	8032218	8019838
1kl7	A	P16120	8040428	8028049
3rr2	A	B2HL85	8074191	8074190
3t4p	A	G1C2I2	8074207	8074206
4air	A	Q4Q159	8074209	8074208
3c9a	A	Q00805	8103603	8046694
5kwr	A	P63182	8070852	8070851
1jx4	A	Q97W02	8055757	8023210
5kfn	A	Q9Y253	8101835	8101832
3buy	C	P0C0U1	8103614	8047196
4lid	A	P20194	8103643	8047185
1gdt	A	P03012	8003596	8003595
5c32	D	P20384	8071362	8071361
2mhc	A	O05415	8098084	8098083
1blx	A	Q00534	8036604	8024225
1tki	A	Q8WZ42	8036620	8024241
1qcf	A	P08631	8036656	8024277
4z9l	A	P53779	8038976	8026597
1o6y	A	P9WI81	8044066	8031688
3dae	B	P06782	8062356	8062355
4c0t	A	Q5A3P6	8062392	8062391
3bhh	A	Q13554	8062396	8062395
4yur	A	O00444	8062398	8062397
3d5x	A	Q4KMI8	8062406	8062405
5upl	A	O96013	8062452	8062451
3zhp	D	Q9Y6E0	8062553	8062552
4nzw	B	O00506	8062555	8062554
5owq	B	O94804	8062563	8062562
4bic	B	Q99683	8062573	8062572
3orm	A	A5TY84	8062589	8062588
3txo	A	P24723	8067253	8067252
3zdu	A	Q8IVW4	8069165	8069164
3bbw	A	Q15303	8069223	8069222
5fdx	A	Q08345	8069237	8069236
4r7i	A	P07333	8072695	8072694
3uim	A	Q94F62	8072701	8072700
3cek	A	P33981	8076791	8076790
5ng3	B	O43353	8077663	8077662
7aqb	A	Q16659	8079147	8079146
5xvu	A	Q8IIR9	8079149	8079148
6fyi	A	P49760	8079161	8079160
4myg	A	O15264	8079593	8079592
3uib	A	Q4QHJ8	8079605	8079604
3nie	A	Q7KQK7	8079609	8079608
3op5	D	Q99986	8080857	8080856
4red	A	Q13131	8081561	8081560
5x1q	A	A0A1S4NYE5	8083908	8083907
3kmw	A	Q13418	8084189	8084188
2hak	D	Q9P0L2	8090070	8090068
6u0k	B	Q6IQ55	8094479	8094478
6p5m	A	O75116	8098222	8098221
4wsq	A	Q2M2I8	8099298	8099297
6p5s	A	Q9H2X6	8100500	8100499
7kue	A	P06242	8103118	8103117
2juo	A	Q00422	8103622	8046748
1x1i	A	Q9AQS0	8033533	8021153
1n7o	A	Q54873	8043659	8031281
1x64	A	O70209	8033629	8021249
1x6a	A	P53671	8033634	8021254
1dsz	A	P10276	8039048	8026669
1b8t	A	P67966	8039058	8026679
2co8	A	Q8TDZ2	8039128	8026749
1kb2	A	P11473	8040136	8027757
1uw0	A	P49916	8040937	8028558
1v6g	A	Q6H8Q1	8041193	8028814
4v3p	SN	Q5I7K3	8052575	8047576
3j7p	SV	P63221	8053134	8048781
5a2q	a	P62854	8053143	8048843
3cbb	B	P41235	8068350	8068349
2orw	A	Q9WYN2	8089744	8089742
2o13	A	P50461	8092976	8092975
6ogg	S	D7Z9G8	8093530	8093529
6v3e	n	B7IA26	8094092	8094091
6o8w	n	A0A1B4XKT0	8096448	8096447
6xir	AT	A0A6A5PV92	8096926	8096925
6mte	aa	Q56JV1	8099546	8099545
7ase	g	A0A2V2UKQ3	8102793	8102792
7ase	Q	Q4CXR4	8102905	8102904
7nso	n	A0A1X3K3H0	8103757	8103756
3ujz	A	O82882	8053721	8053720
1ooa	A	P25799	8054869	8054868
1gji	A	P16236	8054881	8054880
2cxk	A	Q9Y6Y1	8054885	8054884
1eh9	A	Q55088	8054935	8054934
1eib	A	P07254	8054947	8054946
1im3	D	P09713	8054999	8054998
2a9a	A	P07850	8055003	8055002
1xl6	A	D9N164	8055025	8055024
1ex0	A	P00488	8055027	8055026
2c9q	A	P12376	8055055	8055054
2omt	A	A4GWM6	8055075	8055074
2q0z	X	O75643	8055093	8055092
1jmx	A	Q8VW85	8055411	8055410
5t4x	A	O55057	8065248	8065247
5ftz	A	D6EWM4	8067738	8067737
3irc	A	Q9J7C6	8073036	8073035
4ak1	A	Q89YS0	8090305	8045348
3vmn	A	Q54443	8090489	8090488
5axg	B	B0KBZ7	8090494	8090493
3p02	A	A7LR42	8090510	8045396
5dmy	A	D4QAP3	8090609	8090608
4mb4	A	B1VBB0	8090842	8090841
3hlk	A	P49753	8101815	8046445
3d33	A	A6KX32	8103606	8046712
1pn5	A	Q9C000	8039017	8026638
1ich	A	P19438	8039559	8027180
1ucp	A	Q9ULZ3	8041713	8029334
2of5	H	Q9HB75	8077789	8077788
5fna	A	P29466	8082302	8082301
2d96	A	Q00653	8087282	8087281
2uwe	I	P61769	8003766	8003765
1u3h	A	Q5R1B3	8054427	8054426
2rcj	A	2RCJ_A	8054455	8054454
1hxm	B	1HXM_B	8054463	8054462
1hnf	A	P06729	8054497	8054496
1dr9	A	P33681	8054503	8054502
1f97	A	O88792	8054507	8054506
2giy	A	Q703E9	8054531	8054530
2fyy	A	O19626	8054583	8054582
1kjv	A	Q95565	8054633	8054632
1exu	A	P55899	8054653	8054652
2h26	A	P29016	8054661	8054660
1muj	A	P14434	8054687	8054686
1fv1	B	Q30154	8054697	8054696
1bx2	B	P01911	8054703	8054702
1iea	B	Q31163	8054709	8054708
2pxy	D	P06344	8054721	8054720
2iad	B	P01921	8054727	8054726
1dr9	A	P33681	8054749	8054748
1iam	A	P05362	8054755	8054754
1pd6	A	Q14896	8054771	8054770
1g1c	A	Q8WZ42	8054773	8054772
1ira	Y	P14778	8054779	8054778
1cvs	C	P11362	8054783	8054782
1f97	A	O88792	8054799	8054798
1l6z	A	P31809	8054803	8054802
1rhf	A	Q06418	8054807	8054806
2ifg	A	P04629	8054811	8054810
1wwc	A	Q16288	8054815	8054814
2fcb	A	P31994	8054819	8054818
1oll	A	O76036	8054839	8054838
1xiw	A	P07766	8054845	8054844
3b5h	A	P35613	8054855	8054854
2fdb	P	P21802	8055564	8055563
1cvs	C	P11362	8055565	8055566
1cs6	A	P28685	8055576	8055575
1fnl	A	O75015	8055588	8055587
1jk8	B	P01920	8055664	8055663
1lk3	H	P20759	8070455	8070454
5f1n	B	E2RN10	8070459	8070458
4zfz	B	Q6V7J5	8070469	8070468
5gjx	B	Q14U75	8070473	8070472
3o81	A	P21611	8070475	8070474
1xmw	A	P18438	8071964	8071963
3oai	A	P25189	8072982	8072981
4c4k	O	Q5VST9	8077373	8077372
2lqr	A	Q9ET54	8077385	8077384
4myw	A	P03172	8082294	8082293
2dlt	A	Q5XKE0	8084109	8084108
1zvs	A	1ZVS_A	8091365	8091364
1mfb	H	1MFB_H	8091553	8091552
6l7z	A	O70355	8098216	8098215
2gk2	B	P13688	8098506	8098505
3q2c	A	Q8N6C8	8100192	8100191
7cpo	B	H9GBW4	8103334	8103333
2wy3	B	P16757	8104087	8047165
4ath	A	Q08874	8103635	8047052
4c7n	A	O75030	8103636	8047053
1hy9	A	Q16568	8033413	8021033
1x3x	A	Q17091	8068629	8068628
1n46	A	P10828	8033026	8020646
2e2r	A	P62508	8033858	8021478
1fcy	A	P13631	8038704	8026325
1sr7	B	P06401	8039734	8027355
1lv2	A	Q14541	8043118	8030739
1xap	A	P10826	8043757	8031379
1xvp	B	Q14994	8044179	8031801
4ozt	E	E0VVT4	8062973	8062972
4n73	A	Q14995	8076674	8076673
2nxx	D	A1JUG2	8076827	8076826
7jtw	A	P51449	8102465	8102464
1zcz	A	Q9X0X6	8035601	8023221
1bxr	A	P00968	8044174	8031796
1eyr	A	P0A0Z8	8032416	8020036
2dpw	A	Q5SLW4	8033786	8021406
1vh1	A	P04951	8035764	8023384
1w55	A	Q9PM68	8043270	8030891
1xhb	A	O08912	8043896	8031518
3jtj	A	Q8ZGA4	8072311	8072310
3pol	A	A3M4Z0	8072319	8072318
2xwl	A	A0R560	8083029	8083028
4o6m	A	O27985	8090044	8048507
3jsz	A	Q5WWY0	8093139	8046246
2b7e	A	P33203	8033511	8021131
1nkq	A	P53889	8037941	8025562
2dfu	B	Q5SK43	8052518	8052517
3rr6	A	B1MDQ6	8052521	8052520
4pfz	A	A0QUY6	8052524	8052523
3obf	A	A1RB88	8075938	8075937
2mu4	A	Q5NF33	8104067	8047209
1vct	A	O57975	8003456	8003448
3kmi	A	Q184N1	8104115	8046903
3kmi	A	Q184N1	8104116	8046903
1du5	A	P33679	8041242	8028863
3aok	A	P02884	8071086	8071085
3gd0	A	Q9Z4I2	8091286	8045656
1eu8	A	Q7LYW7	8032809	8020429
1elj	A	P58300	8033344	8020964
3thi	A	P45741	8033345	8020965
1pot	A	P0AFK9	8033350	8020970
1wdn	A	P0AEQ3	8033360	8020980
1y20	A	P35439	8034027	8021647
1jnf	A	P19134	8034518	8022138
1zlq	A	P33590	8035860	8023480
1h76	A	P09571	8036347	8023968
3ib0	A	P24627	8037729	8025350
2czl	A	Q5SI12	8039426	8027047
1ryo	A	P02787	8041066	8028687
1nh8	A	P9WMN1	8043816	8031438
1y4t	A	Q0PBW4	8044277	8031899
3tqw	A	Q83F42	8058942	8058941
3gxa	A	Q7BMQ8	8058948	8058947
4prs	A	Q9WZ62	8071122	8071121
5eyf	A	Q3XZW5	8071160	8071159
3zs6	A	Q63ID0	8072685	8072684
2z22	A	A0A2U2H0D6	8076291	8076290
5u4o	A	A0A6H3AI29	8078962	8078961
6qf7	C	A0A376KDN7	8094273	8094272
6dzx	E	C6S9R8	8097440	8097439
6xks	A	A0A0D6FBD8	8103735	8103734
2byv	E	Q9EQZ6	8017527	8002782
2oz6	A	P55222	8017686	8002731
2zcw	A	Q5SIL0	8017718	8002761
2ptm	A	O76977	8067912	8067911
5e16	A	Q8I719	8088278	8088277
1kbf	A	Q61097	8037984	8025605
1tbo	A	P63319	8057942	8018906
3pfq	A	P68403	8057944	8018909
2id6	A	Q9X0C0	8056458	8056456
2g7s	A	A9CKG4	8056461	8056459
3cdl	B	Q87Z81	8090116	8049761
3bhq	A	Q98D70	8090118	8049762
3eup	A	3EUP_A	8090144	8085365
5fgl	A	A0A0B4KIF6	8090152	8088784
3crj	D	Q5V649	8090154	8088785
2rae	A	Q0S3N9	8090180	8075999
2eh3	A	O67157	8090193	8087295
3dew	A	Q74GS0	8090216	8085286
2bba	A	P54760	8033544	8021164
1yq2	A	Q8KRF6	8034837	8022457
1uxz	A	O07653	8035284	8022904
1jhj	A	Q9UM13	8037020	8024641
1jz8	A	P00722	8037655	8025276
1tg7	A	Q700S9	8042469	8030090
1tg7	A	Q700S9	8042470	8030091
3w5n	A	Q82PP4	8051883	8047397
4c91	A	A7M022	8053414	8053413
2wuh	A	Q16832	8069043	8069042
3p1i	A	P54753	8082066	8082065
1wwy	A	O43396	8089200	8089199
2yc2	A	B8LIX8	8089604	8089603
4ypj	B	E5RWQ2	8090596	8090595
6mvf	A	D4K3H3	8090660	8085984
4kq7	A	A7UXZ0	8092804	8046071
2v72	A	Q8XMY5	8100292	8100291
3tee	A	P40131	8104105	8104104
3e2t	A	P70080	8069025	8069024
4a9a	A	P39729	8019369	8046327
1fi4	A	P32377	8033077	8020697
2ba0	G	O29756	8033526	8021146
2dy1	A	Q5SI76	8033825	8021445
1a6f	A	P25814	8034434	8022054
1p42	A	O67648	8034593	8022213
1oys	A	P28619	8037932	8025553
1rhy	A	P0CO22	8040652	8028273
2pnl	A	A1XQQ8	8053555	8049477
2o1u	A	P41148	8056854	8056851
6lkq	H	D8A919	8095229	8095228
6xyw	Bh	Q8L6Z4	8095241	8095240
6tmf	L	A0A218NZS6	8096598	8096597
7nhn	j	Q8Y459	8103194	8103193
1vqy	A	A9CLJ4	8032674	8020294
1iuj	A	P83693	8035920	8023540
2d3q	A	Q8WZK8	8039544	8027165
1tz0	A	Q81C15	8040541	8028162
1vdh	A	Q5SHL6	8041288	8028909
1lq9	A	Q53908	8043081	8030702
4zos	B	A0A0M3KL35	8067828	8067827
4lbh	A	Q45075	8081266	8081265
5loq	C	Q8Y5F1	8085954	8085953
3qmq	A	D3QT67	8086892	8086891
4dn9	B	A9WHE0	8088741	8088740
5t2k	A	A0A0K2H9D8	8090923	8085951
5de0	C	Q9KQ59	8090938	8087116
6vsa	V	A0A0E0TGF4	8094247	8094246
2wzo	A	Q3YBR2	8047724	8047721
3d1m	A	Q62226	8040401	8028022
3ho5	H	Q15465	8084197	8084196
1ei1	A	P0AES6	8036204	8023824
1r62	A	P0AFB5	8038755	8026376
1th8	A	O32727	8040207	8027828
2o1u	A	P41148	8041505	8029126
3q5k	A	Q4Q4I6	8070958	8070957
4xka	A	P54651	8070964	8070963
5idm	A	Q9X688	8076187	8076186
5yig	A	G6JAH7	8078315	8078314
3cgy	A	P0DM80	8078954	8078953
1cr6	A	P34914	8032537	8020157
1a8s	A	O31158	8032553	8020173
1brt	A	P29715	8032554	8020174
1fj2	A	O75608	8032561	8020181
1cle	A	P32947	8032603	8020223
1hpl	A	P29183	8032630	8020250
1wpx	A	P00729	8033222	8020842
2d81	A	B2NHN2	8033736	8021356
2h1i	A	Q81AD5	8034140	8021760
2pl5	A	Q8F4I0	8035790	8023410
2b20	A	A0A0H2VTI6	8037537	8025158
3c45	A	P27487	8039750	8027371
1k8q	A	P80035	8040101	8027722
1vkh	A	Q04066	8041382	8029003
1m33	A	P13001	8043255	8030876
1mtz	A	P96084	8043792	8031414
1xkl	A	Q6RYA0	8043965	8031587
1gz7	A	P32946	8044477	8032099
4oyl	A	A0A075B5G4	8057078	8047714
2czq	A	Q874E9	8058610	8058609
3cn7	A	Q9HXE7	8060297	8060296
3g7n	A	Q7LST4	8064916	8064915
5xeq	A	Q8NFZ4	8071848	8071847
3vvl	A	D2Z028	8080762	8080761
5vns	A	P9WQN8	8084048	8084047
2uz0	A	A0A0H2UNZ8	8084052	8084051
2cb9	A	Q45563	8084567	8084566
6gi0	A	Q9I0F2	8086486	8086485
4geg	B	P37355	8088911	8088910
6iey	B	G3CR02	8097840	8097839
7ceg	B	Q8BYM5	8102701	8102700
7cwq	A	A0A1F4JXW8	8103256	8103255
3ven	A	Q70IY1	8004440	8004439
1jcf	A	Q9WZ57	8034329	8021949
1jcf	A	Q9WZ57	8034332	8021949
2a6a	A	Q9WZX7	8036627	8024248
2ch5	A	Q9UJ70	8038865	8026486
1t6c	A	O67040	8040026	8027646
1rdw	X	P68135	8040506	8028127
2f9w	A	Q9HWC1	8040704	8028326
1mdu	E	P68139	8043438	8031058
1nbw	A	Q59474	8043746	8031368
1yuw	A	P19120	8044469	8032091
1yag	A	P60010	8044482	8032103
1g99	A	P38502	8044488	8032109
1bdg	A	Q26609	8044489	8032111
4eht	B	Q5U925	8076843	8076842
4ci6	A	G3CKA6	8082535	8082534
3w3d	A	P63270	8082539	8082538
4cbw	A	Q4Z1L3	8082545	8082544
5elz	A	Q2FWC7	8086480	8086479
3zeu	D	E8X8J1	8105295	8104574
5br9	B	Q9HXV5	8105298	8105178
2pnx	A	Q9UNL4	8035875	8023495
1wfk	A	Q9DAZ9	8043493	8031115
5wlf	A	Q9VG78	8067578	8067577
2kft	A	O43918	8084740	8084739
2mum	A	P38806	8087163	8087162
2n8o	A	Q8GPI4	8104130	8046957
2m60	A	Q1A2D2	8104136	8104135
1gjr	A	P21890	8038679	8026300
1krh	A	P07771	8040586	8028207
1qfj	A	P0AEN1	8044190	8031812
2cnd	A	P17571	8044192	8031814
1cqx	A	P39662	8044199	8031821
1m4z	A	P54784	8043289	8030910
2a1i	A	P07992	8036551	8024172
2bgw	A	Q9YC15	8038043	8025664
1sx5	A	P04390	8041617	8029238
1wte	A	Q9RPJ3	8043706	8031328
1dfm	A	Q45488	8044436	8032058
1vsr	A	P09184	8044447	8032069
2ezv	B	O52512	8102735	8046534
1d1h	A	P56852	8038155	8025776
1kqh	A	P60272	8038389	8026010
1cix	A	Q9U8X3	8038523	8026144
2jtb	A	D2Y1X9	8061081	8061080
6btv	A	P84508	8061083	8061082
5epm	C	P84507	8061085	8061084
2mpq	A	A0A0J9X1W9	8061087	8061086
2mxm	A	P0DL64	8061093	8061092
5we3	A	P84510	8061099	8061098
2mqf	A	D2Y1X8	8097580	8097579
4p1x	B	Q99RL1	8074060	8074059
2axt	Z	Q8DHJ2	8032770	8020390
5mdx	z	P56790	8098778	8098777
1wls	A	O57797	8069755	8069754
5ot0	A	Q5JIW4	8069757	8069756
4q0m	A	Q8TZE8	8069759	8069758
2a0m	A	Q4DSA0	8036514	8024135
4dz4	C	Q2T3W4	8076539	8076538
5zop	G	P56524	8087563	8087562
6cgp	A	A7YT55	8087565	8087564
5efh	A	F8W4B7	8087567	8087566
6vst	F	G7JFU5	8097856	8097855
1pch	A	P45611	8035746	8023366
2nzu	L	O69250	8043373	8030994
1y4m	A	P60508	8034096	8021716
1svf	A	P04849	8039641	8027262
5um8	B	A1EAI1	8085606	8085605
6nc2	M	Q78156	8099952	8099951
2ezs	C	Q88031	8100074	8100073
7lua	f	A0A6H1V945	8102633	8102632
7lu9	c	A0A6H1VGF9	8104227	8104226
2cu0	A	O58045	8033691	8021311
1jr1	A	P12269	8034543	8022163
2a7r	D	Q9P2T1	8081557	8081556
1aoa	A	P13797	8037406	8025027
1qag	A	P46939	8037410	8025031
3ky9	B	P15498	8051944	8018844
2d86	A	Q9UKW4	8051945	8018843
1p2x	A	O14188	8051954	8018830
3co1	A	Q9UPY8	8051974	8018823
2ve7	B	O14777	8051976	8018821
4lvp	A	Q68RJ5	8051994	8051993
5tcs	B	P33895	8053600	8044874
1wyq	A	O15020	8084130	8084129
2e9k	A	O94851	8084134	8084133
2dk9	A	Q8TDZ2	8084142	8084141
4e72	A	Q9HUJ3	8092034	8046921
1g9z	A	P05725	8032709	8020329
1p8k	Z	P03880	8038417	8026038
1i5n	A	P09384	8033667	8021287
2ooc	A	Q9A980	8035170	8022790
1sr2	A	P39838	8042351	8029972
3kyi	A	Q8KLS0	8073994	8073993
4pac	A	Q9ZNV8	8086572	8086571
2f2h	A	P31434	8040489	8028110
3lpp	B	P14410	8093216	8093215
3l4u	A	O43451	8093225	8093224
3weo	A	L0N7E5	8093232	8093231
1k28	D	P17172	8037751	8025372
1c06	A	P81288	8035740	8023360
4v8m	A1	Q386F2	8052767	8050327
6v39	d	B7IA15	8097300	8097299
6vyz	J	D7Z9H7	8097636	8097635
6wub	d	Q82ZI6	8103422	8103421
7nsq	d	V0YKB3	8104371	8104370
2p6r	A	2P6R_A	8003049	8003048
1z3x	A	Q8DIJ1	8035129	8022749
2b6c	A	Q82ZI8	8037728	8025349
2vgl	B	P63010	8039144	8026765
2jak	A	Q13362	8043105	8030726
1m1e	A	Q02248	8043182	8030803
2xes	A	Q86TB9	8053884	8045577
4kxd	A	Q07075	8054104	8047043
3ebb	A	Q9Y263	8055785	8050741
6cm9	G	P22892	8078176	8078175
4r0z	A	O44326	8080317	8080316
3fey	C	P52292	8081893	8081892
4uad	A	O60684	8081897	8081896
4tnm	A	O04294	8081905	8081904
3k49	A	Q07807	8085033	8085032
4imi	A	Q8MSU4	8093028	8047136
4yod	A	A5ZHK4	8094220	8046483
2ilr	A	Q9HB96	8102755	8046548
6ixx	I	G3MEU6	8094235	8094234
1dus	A	Q58292	8032277	8019897
1af7	A	P07801	8032281	8019901
1g6q	1	P38074	8032284	8019904
1yub	A	P21236	8032287	8019907
1dct	A	P20589	8032294	8019914
1boo	A	P11409	8032298	8019918
1uwv	A	P55135	8035254	8022874
2pkw	A	Q9X6G2	8035785	8023405
1jg1	A	Q8TZR3	8036994	8024615
2c7p	A	P05102	8038508	8026129
1r74	A	Q14749	8038772	8026393
2bzg	A	P51580	8039003	8026624
2ex4	A	Q9BV86	8040269	8027890
1wg8	A	Q5SJD8	8043511	8031133
1xxl	A	O31474	8044210	8031832
5k8v	C	Q9WVG6	8046583	8046936
2k4m	A	O27081	8052256	8044721
4gqb	A	O14744	8053402	8046935
6bq6	A	G7K2D1	8061335	8061334
3hm2	A	Q6NHA4	8063398	8063397
3id5	B	P58032	8063660	8063659
3a4t	A	Q60343	8065304	8065303
1q90	G	Q08362	8039921	8027542
1usm	A	P83819	8042000	8029621
