# 2021/11/14 - 18:08 | PDB: 45.21 | UniProt: 2021.04
SP_PRIMARY	PDB
A0A0B4J277	4udt;4udu;5fk9;5fka
A0A0B4J279	2bnq;2bnr;2bnu;4ww1;4ww2;5brz;5bs0;5eu6
A0A0B4J2E0	5c07;5c08;5c09;5c0a;5c0b;5c0c;5hyj
A0A0B4JDC9	4z88;4z89;4z8a;6q9m
A0A0B4JDK1	2n2z
A0A0B4KG38	6qp8
A0A0B4KGY5	5fu7
A0A0B4KHI4	6es4
A0A0B4KIF6	5fgl;5fhp
A0A0B4L3F2	5u4w
A0A0B4LHJ5	6p07
A0A0B4MVN6	3epd
A0A0B4N5Z5	5hum
A0A0B4ND47	7bwf
A0A0B4SHY9	4ut6;4uta;4utb;4utc;5n09;5n0a
A0A0B4U8I5	5e9a
A0A0B4W229	6ixw;6izr;6izv
A0A0B4WYC6	5eqr;5eqs;5esb;6cvw;6cvx;6cvy;6diq;6dir;6dis;6dit;6diu;6div;6diw;7d5l;7l7n
A0A0B4ZYM1	5o4u
A0A0B5A8Q2	5jyq;6veq
A0A0B5AC95	5jyq;6veq
A0A0B5CSU4	7elh
A0A0B5CUT9	7ell
A0A0B5GUD2	6oyf;6ozv;6p3i;6p4u
A0A0B5GUS3	5fwz;5fx0
A0A0B5H0S3	6p1j
A0A0B5H9B3	6xof;6xqf;6xqg;6xqh;6xql;6xqm
A0A0B5KBT7	4q3l
A0A0B5KGV8	4q3k
A0A0B5KNF6	4q3m
A0A0B5KQQ5	4q3o
A0A0B5KUB4	4q3n
A0A0B5KUY7	6xlz
A0A0B5LB55	7dbi;7dbl
A0A0B5RNJ4	6kbw
A0A0B5WSQ6	5o7g;5olu
A0A0B6CT24	6wmr;6wmt
A0A0B6VJB4	6shl
A0A0B6VPP7	5gs8;5gwa;5x5g
A0A0B6VQW0	3epd
A0A0B6XLA1	4yjj
A0A0B6XLG9	4yjj
A0A0B7GIC8	6txt
A0A0B7GP99	7b7p;7ba2
A0A0B7GU52	6i2o
A0A0B7LH44	5f9t
A0A0B8QZ66	6vgs
A0A0B8R2U7	4tkr
A0A0B8RFI6	5sxo
A0A0B8RVL1	7b0y;7ozn;7ozo;7ozp
A0A0B8RZH0	6gqe
A0A0B8ZWE6	5xm4
A0A0B9X4I2	7met;7rit
A0A0B9X9I7	6eus
A0A0C0C2K2	6d0p
A0A0C1MLE8	7n79;7rf9;7rgb
A0A0C2JEQ8	2mw3
A0A0C2W6A5	6l2l;6l2m
A0A0C2W9F0	4za6
A0A0C3A3T0	6qe6
A0A0C3K8Q6	6fh4
A0A0C4DFN3	7l4t;7l4u;7l4w;7l50
A0A0C4DFQ5	7jod;7joe;7jos;7jow;7jqv
A0A0C4DFX6	7df8;7dfw;7dfz
A0A0C4DGV4	6b9x;6wj2;6wj3
A0A0C4DGY3	6xt9
A0A0C4DH27	7lli
A0A0C4DI32	5od4
A0A0C4KUT2	6x1l
A0A0C4MX98	7n1h;7n1i
A0A0C4URS3	6hxz
A0A0C4WVM3	5hun
A0A0C4WXC5	5huk
A0A0C4X0C0	5huf
A0A0C4ZYE2	6d7c
A0A0C5AQI9	6j66
A0A0C5AWF6	6aks;6akt;6aku;7bzn;7bzo;7bzt;7bzu;7c4t;7c4w;7c4y;7c4z
A0A0C5AZ80	6aks;6akt;6aku
A0A0C5BL75	5hug
A0A0C5DR25	5o98
A0A0C5GWS2	6jeq;6jfj;6jfx;6jhf;6jhg;6jhh;6jhi
A0A0C5PQX9	7rye
A0A0C5PVE3	6f7d;6f7k
A0A0C5VFC0	6lwu;6x2q
A0A0C5XKJ0	6d0h;6d0i
A0A0C5XL88	6d0h;6d0i
A0A0C6DRW4	3x0x;3x0y
A0A0C7CRS7	7abw
A0A0C9MKT2	6sjt
A0A0D0F5I0	5wti
A0A0D0GHZ5	5zhb
A0A0D1DAV4	7cjr
A0A0D1DQH0	5mm4;5mm7
A0A0D1DWQ2	6fpf;6fpg;6ti2
A0A0D1GCF8	7l0b
A0A0D1H2J5	7nhl
A0A0D1IA98	6kua
A0A0D1IHL7	5z7h;5zzo
A0A0D1JTN2	7nhl;7nhm
A0A0D1M7L2	5m8e
A0A0D1MA58	5ieb
A0A0D1XFW6	6snl
A0A0D2C5V9	6fte
A0A0D2H023	5xwz
A0A0D2ILK1	5xo6;5xo7;5xo8;5z5j;5z7j;5z97
A0A0D3MU45	7d3c
A0A0D3MU51	6g13
A0A0D3RJT7	5ojx;5ojy
A0A0D4BSW3	6h3x
A0A0D4WV12	4q6x
A0A0D5X2Y8	6r45
A0A0D5YC82	5cm7;5d9u;5dd7;6mfm
A0A0D5YCX7	5vaw
A0A0D5YE19	5eo6
A0A0D5YEC3	4ziy
A0A0D5YFP2	5udf
A0A0D5YGK2	6et6
A0A0D5YGN4	7s04
A0A0D5YHU7	6acs
A0A0D5YI36	5dl8
A0A0D5YK08	6nds
A0A0D5YKJ7	5urb
A0A0D5YKR4	5dl7
A0A0D5ZBI4	6zji
A0A0D6BD52	6lk7
A0A0D6CBA8	5zv9;5zvc
A0A0D6E2L8	6igz
A0A0D6FBD8	6xks
A0A0D6FFE3	7f17;7f18
A0A0D6FLB3	7nvg
A0A0D6FLD2	7nvg
A0A0D6FLN2	7nvg
A0A0D6FWC1	6xin
A0A0D6GBX6	7n8y
A0A0D6GIC9	7nvg
A0A0D6GJV1	7kav;7kaw;7kax;7kay;7kaz
A0A0D6GKK7	7nvg
A0A0D6H805	4p04;4p05;4p06;4p07
A0A0D6H8R3	6qq5;6qq6;6t6v
A0A0D6H967	6gyz
A0A0D6HFY2	7lhl
A0A0D6HSU7	7ak7
A0A0D6HTJ9	6adq
A0A0D6HUA0	4wac;4wad
A0A0D6HUM3	7ak7
A0A0D6I0H1	5lox
A0A0D6I609	7ak8
A0A0D6I8P6	6iaq
A0A0D6IBL0	7ref;7s0n
A0A0D6IF67	6a02;6a07;6a09
A0A0D6IV69	6din
A0A0D6IYM9	6c30
A0A0D6J3X3	5o5j;5o61;5zeb;5zep;5zeu;6dzi;6dzk
A0A0D6JKM4	7dib
A0A0D6KM24	6pq1
A0A0D6KMZ1	5tz0
A0A0D6L0Q7	6mcj
A0A0D7C2L1	5cze
A0A0D7C3R7	5h5y;6ai4
A0A0D7LY80	5yss
A0A0D8G707	5gko;5ws4
A0A0D8JSK0	5b8i
A0A0D8VEJ4	2mi2
A0A0D9RBI8	3x0g
A0A0D9Z3K8	6brt
A0A0E0SY65	4xeq
A0A0E0TD69	3w6j
A0A0E0TE00	3w6j;3w6k
A0A0E0TG05	3uwx;3ux8
A0A0E0TGF4	6vsa;6vsc
A0A0E0TGM2	3uwx
A0A0E0XV41	6q97
A0A0E0Y7A2	4jkr
A0A0E1CHI1	4r7w;4r85;4r88
A0A0E1CQ35	5v3d;5v91
A0A0E1EIJ0	6m6t
A0A0E1LZC3	5ci0;5ci1;5ci4
A0A0E1M2F3	7pju
A0A0E1M5B1	6nhl
A0A0E1NKQ3	2mn2
A0A0E1NWS3	3nu1
A0A0E1S3N2	4bko
A0A0E1SBH3	3e5y
A0A0E1SLC7	5eum
A0A0E1SMD9	6po4
A0A0E1U3Z8	4whx
A0A0E1XLJ5	5x1x
A0A0E2IV13	6xph;6xpi;6xpj;6xpk;6xpl
A0A0E2J8H5	7mmx
A0A0E2KXL3	6ogf;6ogg;6ogi;6om6;6vyq;6vyr;6vys;6vyw;6vyx;6vyy;6vyz;6vz2;6vz5;6vzj;6x6t;6x7f;6x7k;6x9q;6xdq;6xdr;6xgf;6xii;6xij;7k00;7s1g;7s1h
A0A0E2L017	6ogf;6ogg;6ogi;6om6;6orl;6osk;6osq;6pj6;6u48;6vu3;6vyq;6vyr;6vys;6vyt;6vyu;6vyw;6vyx;6vyy;6vyz;6vz2;6vz3;6vz5;6vz7;6vzj;6wd0;6wd1;6wd2;6wd3;6wd4;6wd5;6wd7;6wd8;6wd9;6wda;6x6t;6x7f;6x7k;6x9q;6xdq;6xdr;6xgf;6xii;6xij;7k00;7s1g;7s1h
A0A0E2L2J1	6ogf;6ogg;6ogi;6om6;6vyq;6vyr;6vys;6vyt;6vyw;6vyx;6vyy;6vyz;6vz2;6vz5;6vzj;6x6t;6x7f;6x7k;6x9q;6xdq;6xdr;6xgf;6xii;6xij;7k00;7s1g;7s1h
A0A0E2ZLH6	6alx
A0A0E3CPJ0	6j98
A0A0E3GLN3	5a24
A0A0E3GTJ4	5n35;5n41
A0A0E3J9R6	6hiv
A0A0E3JLZ0	5yda;5ydl;5ydm
A0A0E3K9N8	5itj;5itm
A0A0E3LP72	6qgr;6qgt;6qii
A0A0E3MJI1	5jpq
A0A0E3QWH3	6qgr;6qgt;6qii
A0A0E3QYL7	6qgr;6qgt;6qii
A0A0E3SVE7	6ppc
A0A0E3SXU7	6uh1;6uh6;6uh7
A0A0E3TT64	6oz1
A0A0E3U2U0	5zz8
A0A0E3UPZ3	7d6m
A0A0E3URV8	5nch;5nci;5ncj
A0A0E3VZU8	5n2u
A0A0E3W010	5aqd;5fvb;5nb3;5nb4
A0A0E3X5I8	5zus;5zv5;5zv7
A0A0E3XK95	7kej;7m8l
A0A0E3ZCF3	6y61;6y63;6y64
A0A0E3ZJD7	6xfr
A0A0E4AYE7	7dmn;7e5t
A0A0E4B1P1	5f4o;5lkc;5lkg;5lkk
A0A0E4G455	5aqd;5fvb;5nb3;5nb4
A0A0E8NV14	7cll
A0A0E8T757	5oau;5oj0
A0A0E9AP91	5v93
A0A0E9NAT8	5jxt
A0A0F0AZW0	6ugl
A0A0F4FMM6	6kue
A0A0F4FYR3	6hqh
A0A0F4FZC1	2o8s
A0A0F4VK59	7loy;7lvl;7mjf
A0A0F4YFS6	6unv
A0A0F5HNH9	6n63
A0A0F5HPP7	6nj8;7mh2
A0A0F5I5V4	6nvy
A0A0F6AJI7	1yab
A0A0F6AK20	3din
A0A0F6AK91	1z82
A0A0F6AN26	3jxo
A0A0F6AQU1	5jis;5jjc
A0A0F6AR69	4hzc;4hzd
A0A0F6AW83	4ew7
A0A0F6AWM7	4g2p
A0A0F6AY66	3vvx;3vvy;3vvz;3vw0;3vw1;3vw2;6ie8;6ie9
A0A0F6AZI6	6ggo;6ggr
A0A0F6AZN3	4erh;5ves
A0A0F6AZQ4	1k3s
A0A0F6B070	5e3v
A0A0F6B1U8	4exk
A0A0F6B221	4eru
A0A0F6B281	4p7b
A0A0F6B4U8	4iqn
A0A0F6C2F5	3x2r;4q79
A0A0F6CKR5	2ndp
A0A0F6FJ34	4xe7;4xhn;4xho;4xhp
A0A0F6FRT6	5wsz
A0A0F6N442	7kik
A0A0F6NFW5	6yac;6yez;6zoo;6zxs
A0A0F6NGI2	5l8r;6yac;6yez;6zoo;6zxs;7dkz
A0A0F6NGV0	7p1h
A0A0F6P2I5	5fdh
A0A0F6R9G3	7m5i
A0A0F6SD02	5fi3;5fi5
A0A0F6T703	7c80;7c81;7c9s;7c9t;7c9u;7c9v;7c9w;7cmk
A0A0F6WGE1	5gmr;5gms
A0A0F7DJC6	7ak9
A0A0F7IPS1	7od0
A0A0F7J3Q3	6xrr
A0A0F7J5J2	7nvg
A0A0F7J5J5	7nvg
A0A0F7J7J8	6r69;7nvg
A0A0F7J820	7nvg
A0A0F7J874	7n8y
A0A0F7J893	7nvg
A0A0F7J8S0	5zw9;5zwa;5zwb
A0A0F7LMQ4	7nyw;7nyx;7nyy;7nyz;7nz0;7nz2;7nz3;7nz4
A0A0F7LPV6	7nyw;7nyx;7nyy;7nyz;7nz0;7nz2;7nz3;7nz4
A0A0F7LRY2	7nyw;7nyx;7nyy;7nyz;7nz0;7nz2;7nz3;7nz4
A0A0F7LUV5	7nyw;7nyx;7nyz;7nz0;7nz2;7nz3
A0A0F7PV22	5gt1
A0A0F7R2R9	6m01
A0A0F7R6D6	4xpo;4xpp;4xpq;4xpr;4xps
A0A0F7R6G7	6m01;7dq5;7dq6
A0A0F7RB18	4fca;5ev7
A0A0F7UUA6	6bfa
A0A0F7UXI8	5xxu
A0A0F7UYM7	5xxu
A0A0F7UZ05	6tj5;6tj6
A0A0F7V8B2	5j3u
A0A0F7VBC6	6t69;6t6q
A0A0F7VRL1	2n5c
A0A0F8IEL4	6opm
A0A0F8NYV9	5t6r
A0A0F8R9A0	7caq;7car;7cas;7cav;7cc3
A0A0F8V8L2	5yed;5yee
A0A0F8XMN8	5zzb
A0A0F9XM91	5jbo
A0A0F9ZQA8	5jbk
A0A0G2JF94	6g9q
A0A0G2JFA3	4mvb;4mxq;4n0c;4n5e
A0A0G2JG46	4zak
A0A0G2JMB4	6cqn
A0A0G2K8Z9	5zbr;5zbs;6a1z;6a20;7d8v
A0A0G2KTI4	6nph;6npj;6npk;6npl
A0A0G2Q8L7	3lgj
A0A0G2RKR9	5gmx
A0A0G2TB82	7kbb;7m22;7m30
A0A0G2UHG5	7bwe;7bwo
A0A0G3E2X5	6vfn
A0A0G3F8Z3	2myh
A0A0G3FEJ8	5d8m
A0A0G3FEK2	5ibz
A0A0G3FH20	6sdg
A0A0G3H170	6zzm
A0A0G3SCW3	5o2y;5wda
A0A0G4DBU7	7cif;7cig;7cii;7cij;7cim
A0A0G4DCU0	7c3h;7c3i;7c3j;7c3l;7d4c;7d4d;7d4e
A0A0G4PYT0	7dpf
A0A0G8B235	7emg
A0A0H0XV02	5z87
A0A0H0Y8X2	5xgf
A0A0H2K0A0	5ngm;5t7v;6s0x;6s13
A0A0H2UKY1	2mlj
A0A0H2UKY3	4d71
A0A0H2UKY4	4d72
A0A0H2UKY5	4o4u
A0A0H2UKY6	4o4x
A0A0H2UKY8	4ohn
A0A0H2UKY9	4oud
A0A0H2UKZ0	4oud
A0A0H2UKZ1	4p96
A0A0H2UKZ3	4rha
A0A0H2UKZ4	4rku
A0A0H2UKZ5	4s12
A0A0H2UKZ6	4s1n
A0A0H2UKZ7	4s1v
A0A0H2UKZ8	4v1n;4v1o
A0A0H2UL03	4wet;4wey;4wf4;4wf5
A0A0H2UL04	4x8f;4xck;4xda
A0A0H2UMY0	5mlt
A0A0H2UMZ7	2pqv
A0A0H2UN19	4e8c;4e8d
A0A0H2UN21	2pok
A0A0H2UN22	2ah5
A0A0H2UN25	3i0z
A0A0H2UN41	4ffj
A0A0H2UN46	4e94;4eys
A0A0H2UN73	2gnp
A0A0H2UN86	2la3
A0A0H2UN92	6jf1
A0A0H2UN95	4icq;4icr;4ics
A0A0H2UNA1	3ge2
A0A0H2UNC7	2mvb
A0A0H2UND0	2atr
A0A0H2UNG0	2j44;2ya0;2ya1;2ya2
A0A0H2UNH0	6jyx
A0A0H2UNJ8	2ppw
A0A0H2UNK6	2oi2
A0A0H2UNM0	4oq1
A0A0H2UNM7	2l4o;2x9w;2x9x;2x9y;2x9z;2y1v;3rpk
A0A0H2UNQ9	2w1j;2wts
A0A0H2UNS1	3nbm
A0A0H2UNT5	2l7y;2xqx
A0A0H2UNT6	2ww8;5mkc
A0A0H2UNW2	1g2r
A0A0H2UNZ8	2uz0
A0A0H2UP19	4cu6;4cu7;4cu8;4cuc
A0A0H2UP26	4evm;4hqs
A0A0H2UP31	4cnl
A0A0H2UP35	4ipl;4ipn
A0A0H2UP38	2b67
A0A0H2UP67	1z72
A0A0H2UP74	4nt9
A0A0H2UP77	2i7r
A0A0H2UPA7	2l3a;3obh;4g06;5zkm
A0A0H2UPC8	2fi1
A0A0H2UPF3	6y9u;6ya3;6ya4;6yab;6yag
A0A0H2UPL4	2hiy
A0A0H2UPM3	3go5
A0A0H2UPP7	3mms
A0A0H2UPQ2	4ff5
A0A0H2UPR5	2yp6;4hqz
A0A0H2UPS5	2gyy;2gz1;2gz2;2gz3
A0A0H2UPT5	4hmo;4hmp;4hmq
A0A0H2UPV6	3lft
A0A0H2UPY1	2be3
A0A0H2UPY5	3op1
A0A0H2UPY9	2idl
A0A0H2UQ08	6af3;6af4
A0A0H2UQ20	6af3;6af4
A0A0H2UQ30	1vqz
A0A0H2UQ68	6eb7;6ebb;6ebr
A0A0H2UQ78	2gk4
A0A0H2UQ81	2b06
A0A0H2UQ89	2cs7
A0A0H2UQ91	4oen
A0A0H2UQA6	3uqz
A0A0H2UQB5	1jyk;1jyl
A0A0H2UQE4	4yw1;4yw2;4yw3;4yw5;4yz1;4yz2;4yz3;4yz4;4yz5
A0A0H2UQJ9	1ydf
A0A0H2UQU7	2hsj
A0A0H2UQV3	2hng
A0A0H2UQV5	4qdy
A0A0H2UR04	2ho5;4iq0;4nhe
A0A0H2UR34	3o90;3o91;3o92;3o93;3o94
A0A0H2UR54	3kr9;3ku1
A0A0H2UR67	3pn9
A0A0H2UR88	6lnw
A0A0H2UR89	4r01
A0A0H2UR98	4iaj
A0A0H2URA0	4hfq
A0A0H2URA5	5yrz
A0A0H2URA6	6lnw
A0A0H2URC7	5yrz
A0A0H2URD6	5g5y;5g5z;5g60;5g61;5g62
A0A0H2URF0	4i82
A0A0H2URG7	4pqg
A0A0H2URI7	7lzg
A0A0H2URJ0	6lnw
A0A0H2URJ7	2heu;2hfb;2hq0;2i58;6pql;6pre;6prg
A0A0H2URK1	3zgh;3zgi;5jui
A0A0H2URM0	2m7o
A0A0H2URM1	6ewj;6ewq;6ewr
A0A0H2URN1	5kck
A0A0H2URN9	3zpp
A0A0H2URP5	3ck2
A0A0H2URQ6	6phu;6phv;6phw;6phx;6phy;6pi0
A0A0H2URR1	2i79
A0A0H2URU9	5nca
A0A0H2URV7	2go7;2msn;2mu1;2mu2
A0A0H2URW2	1sqs;2oys
A0A0H2URZ6	3qpf;3qry;3qsp
A0A0H2US34	2j1r;2j1s;2j1t;2j1u;2j1v;2j22;2wmf;2wmg;2wmh
A0A0H2US38	5t3u
A0A0H2US48	4c24;4c25
A0A0H2US50	1w9r
A0A0H2US63	2l97
A0A0H2US72	3fb9
A0A0H2US73	5a69;5a6a;5a6b;5a6j;5a6k;5ac4;5ac5
A0A0H2US78	6or4;6orf;6org;6orh
A0A0H2US93	4c23
A0A0H2USF9	4cp6
A0A0H2USG4	2gup
A0A0H2USH8	5t5d
A0A0H2USK2	2ibo
A0A0H2USX5	5jls;5jlu
A0A0H2UT30	4kt6
A0A0H2UT39	4i7h
A0A0H2UTE5	2qgz
A0A0H2UTK0	6o5c
A0A0H2UTN5	4kt6
A0A0H2UUG0	4nsm
A0A0H2UWN8	6cka;7n10;7n1n
A0A0H2UXE9	2for
A0A0H2UXX1	2ia4;2vha
A0A0H2UYY2	3e9q;3f5s;3gy0
A0A0H2UZX2	2rjb
A0A0H2V277	2ozz
A0A0H2V2B5	2otd
A0A0H2V3A6	3efb
A0A0H2V3I0	5lp9
A0A0H2V3J7	6s8g;6s8h;6s8n
A0A0H2V4A7	3lhx
A0A0H2V4H2	3ed4
A0A0H2V5A3	6bea
A0A0H2V5I6	6wgq
A0A0H2V6G8	3c4r
A0A0H2V6Q4	3bqw
A0A0H2V6Y9	3f5q;3gz4
A0A0H2V735	4k74
A0A0H2V7F2	4im7
A0A0H2V7F6	5lne;5lng
A0A0H2V7J1	4jiw
A0A0H2V833	4iiu;4iiv
A0A0H2V857	3ogh
A0A0H2V8D3	4e6w;4e6x
A0A0H2V9Q5	4ilk
A0A0H2VAW5	4kh3
A0A0H2VAX3	5ek5
A0A0H2VBL3	3hfi
A0A0H2VBP9	2p5z
A0A0H2VC26	2h1f
A0A0H2VCL5	5uqi
A0A0H2VD83	3ivd;3ive
A0A0H2VDD2	5guy
A0A0H2VDD9	3pbk
A0A0H2VDI2	3n70
A0A0H2VDN9	4bwr
A0A0H2VDX9	3iq0;3k9e
A0A0H2VFJ4	3g8w
A0A0H2VG78	4lds
A0A0H2VGF1	2k1h
A0A0H2VHB1	4m7o
A0A0H2VHE3	3fle
A0A0H2VHN1	3frm
A0A0H2VHN8	3gbh
A0A0H2VHQ2	3iwf
A0A0H2VHQ6	2ppv
A0A0H2VHU6	1xhj
A0A0H2VIU2	2qgs
A0A0H2VJZ8	4kdp
A0A0H2VTH7	2rn7
A0A0H2VTI6	2b20;3c87;3c8d;3c8h
A0A0H2VWV0	1ylo
A0A0H2VX33	2inw
A0A0H2VY20	3k3s
A0A0H2W186	3tv9
A0A0H2W1T3	5eqv
A0A0H2W507	3qk7
A0A0H2W5P5	2z23
A0A0H2WBM4	3e99
A0A0H2WCA9	6u94
A0A0H2WCF8	3lou
A0A0H2WF95	3i09
A0A0H2WFM6	6mqh
A0A0H2WJQ2	3k2k
A0A0H2WM30	6se1
A0A0H2WND1	3qwt
A0A0H2WQ05	2f9c;2pig
A0A0H2WR29	6erj
A0A0H2WUU6	2kkv
A0A0H2WVW5	5tro;5tt1;7o49;7o4a;7o4b;7o4c;7ok9
A0A0H2WW38	2xmz
A0A0H2WW65	2m46
A0A0H2WWB5	2okt
A0A0H2WWL2	4bxi
A0A0H2WWM9	3qjg
A0A0H2WWS2	7a7b;7apr
A0A0H2WWV6	4x6l;4x7m;4x7p;4x7r
A0A0H2WX20	3qfh;3t41
A0A0H2WX25	4q7g
A0A0H2WXF8	4dki
A0A0H2WXG3	2h5m
A0A0H2WXM0	3p8k
A0A0H2WXS6	4rh6
A0A0H2WXT1	3r2i
A0A0H2WXZ7	4wk1;4wk3
A0A0H2WY27	3hum;3hun;5tw4;5tw8;5tx9;5ty2;5ty7;6c39;6c3k;6dz8;7kcv;7kcw;7kcx;7kcy
A0A0H2WYH0	3kzw
A0A0H2WYW3	3hl6
A0A0H2WZ09	3iwh;3mzz
A0A0H2WZ38	5n9m
A0A0H2WZ98	2ihy
A0A0H2WZB2	5xz0
A0A0H2WZL3	3ib3;3iii
A0A0H2WZS4	7d5p;7d5q
A0A0H2WZV8	4ewt
A0A0H2WZY4	3ry7
A0A0H2X069	2d5k
A0A0H2X0D9	2lrj
A0A0H2X0S3	4mpb;4mpy;4nea;4nu9;4q92;4qje;4qn2;4qto
A0A0H2X0Y8	3r2u
A0A0H2X6K9	6k62
A0A0H2X6W0	2f8h
A0A0H2X8L7	3s6k
A0A0H2XAK3	2vsn
A0A0H2XBX7	6ltf;6m3s
A0A0H2XCS3	5akp;5uyr;6ndo;6ndp;6pl0
A0A0H2XEV3	6tv1
A0A0H2XGN0	7ec1;7ec4
A0A0H2XH33	3l20
A0A0H2XI10	7ec2
A0A0H2XI76	4lfd
A0A0H2XI93	3t9y
A0A0H2XIJ1	4nz9
A0A0H2XIU6	3gxq
A0A0H2XIV8	4pta
A0A0H2XIZ7	2il5
A0A0H2XK17	7clg
A0A0H2XK72	6g0z;6g12;6g14;6g15
A0A0H2Y045	4aoc
A0A0H2YK03	3n2a
A0A0H2YM47	5f1q
A0A0H2YN38	5kdj;5kdn;5kds;5kdu;7jfs;7jnb;7jnd;7jnf;7jrl;7jrm;7js4
A0A0H2YNR7	5fqe;5fqf;5fqg;5fqh;5fr0
A0A0H2YP60	3ren
A0A0H2YP99	3fcm
A0A0H2YPJ4	3kew
A0A0H2YQB3	2vmg;2vmh;2vmi
A0A0H2YQN3	3ptw
A0A0H2YQR1	5fra;5fre;5tsp
A0A0H2YRL1	2ls6;4txw;6pv4
A0A0H2YRZ7	4q32;4q33;5uzc;5uze;5uzs
A0A0H2YS48	2l57
A0A0H2YS52	3f6a
A0A0H2YS77	4r7r
A0A0H2YSI2	4gd5;4q8r
A0A0H2YST8	4lks;4lpl;4lqr;4p5y;4uap
A0A0H2YT71	2v73;2vo8
A0A0H2YTW6	4edp
A0A0H2YTZ1	6pv5
A0A0H2YU83	4i0w
A0A0H2YU91	2vc9;2vca;2vcb;2vcc;4a3z;4a6o;7mfk;7mfl
A0A0H2YV09	4onx
A0A0H2YV13	2kyb
A0A0H2YV83	6pwi
A0A0H2YW34	6xsx
A0A0H2YWG9	4e9l
A0A0H2Z2W8	6mgc
A0A0H2Z7A6	4jvc;4jvd;4jvi;6tpr;6z07;6z17;6z5k
A0A0H2Z874	4eci;4ecj
A0A0H2Z901	6mvm;6mvn
A0A0H2Z989	3fd9
A0A0H2Z9F5	5u8v;5u8w
A0A0H2Z9V8	7mq5
A0A0H2ZBG1	6eys;6eyv
A0A0H2ZD27	3kd2;3kda;3pi6;4dln;4dm7;4dmc;4dmf;4dmh;4dmk;4dnf;4dno;4ehb;4eus;5hk9;5hka;5hkb;5jyc;5tnd;5tne;5tnf;5tng;5tnh;5tni;5tnj;5tnk;5tnl;5tnm;5tnn;5tnp;5tnq;5tnr;5tns
A0A0H2ZD98	4dmz;4dn0
A0A0H2ZE85	5a6q;5a6x;5a6y;5a6z;5a70;5may;5maz;5mb1
A0A0H2ZEH5	6p0w
A0A0H2ZFH3	4k91
A0A0H2ZFK2	2m3v
A0A0H2ZI10	3jyb
A0A0H2ZIZ8	4k59;4kji;4krw
A0A0H2ZJ24	4ksr;4kss
A0A0H2ZJP8	4ijj
A0A0H2ZMB9	6lt4
A0A0H2ZN67	4i62
A0A0H2ZNF3	7kyo;7kyp
A0A0H2ZNL3	3zh3
A0A0H2ZNM1	6e8l
A0A0H2ZNZ5	4a34
A0A0H2ZP28	4d0y
A0A0H2ZP82	3zfj
A0A0H2ZP94	4rl6
A0A0H2ZPI2	7kyo;7kyp
A0A0H2ZPL4	4f2e
A0A0H2ZQ76	4cgk
A0A0H2ZQ91	4f2f
A0A0H2ZRI0	5yln
A0A0H2ZRU2	3q1t
A0A0H2ZS19	2z6v
A0A0H2ZSG9	3r1j
A0A0H2ZSR3	3qha
A0A0H2ZSV5	6q1y
A0A0H2ZTH2	3r9s
A0A0H2ZTL3	3oc7
A0A0H2ZTN5	3uve
A0A0H2ZTN6	3svk
A0A0H2ZU39	4rgb
A0A0H2ZUQ2	3p85
A0A0H2ZV91	3pxx
A0A0H2ZVT0	2n6g
A0A0H2ZWD1	3oi9
A0A0H2ZWY3	3t7c
A0A0H2ZXF2	3r0o
A0A0H2ZY59	3qlj
A0A0H2ZY91	3rd7
A0A0H2ZYS9	5ej2
A0A0H2ZZ96	3p5m
A0A0H3A0Q9	4lgv
A0A0H3A4H3	3iwa
A0A0H3A4S5	3ppi
A0A0H3ADN9	6jie
A0A0H3ADR8	2rde
A0A0H3AE70	5khl
A0A0H3AER7	5ey7;5eyn;5f0z;5f11;5ygg
A0A0H3AES3	5ave
A0A0H3AFM6	6eib
A0A0H3AFW5	4i2n;4i46;4i4n;5jzm;5jzo;5k4a
A0A0H3AFX3	6pwj;6pwk
A0A0H3AGE3	3tgv
A0A0H3AHP1	4qhs;4qht;6lua;6luf
A0A0H3AIE8	2fck
A0A0H3AIG7	4dtd;4dtf;4dth;4dtl;4e1c;4e1d;4e1f
A0A0H3AIH3	4g7x
A0A0H3AJ03	5ggx;5ggy
A0A0H3AJ04	6ifq;6ih1;6ih7;6ij2;6k6t
A0A0H3AJJ8	5wec
A0A0H3AKH0	6mic
A0A0H3ALA8	4lrq
A0A0H3AM12	5z3m
A0A0H3AM46	5z81
A0A0H3AME7	6ehd;6ehe;6ehf
A0A0H3AMJ9	4jp1;4lx8
A0A0H3APL8	5vm1
A0A0H3AQ75	4x54;5el0
A0A0H3AQB6	5dwm;5dwn
A0A0H3ASL8	6rr3;6rra
A0A0H3ASR6	4wok
A0A0H3ATY4	5er6
A0A0H3ATZ3	7jfn
A0A0H3AWV3	6dlk;6ptv
A0A0H3AY56	4jga
A0A0H3AYC3	2lss
A0A0H3B0B8	4zqu
A0A0H3B1G5	5ldy
A0A0H3B1Q8	4f8c
A0A0H3B2F9	2xpd;2xpe;3zrd;3zre
A0A0H3B5N9	6xz5
A0A0H3BVM1	5hul
A0A0H3BX48	7b3y
A0A0H3BY62	4es8;4es9
A0A0H3BZ89	5huh;5huj
A0A0H3BZN5	4bl4
A0A0H3C1U3	6e58
A0A0H3C5N2	3u7v
A0A0H3C7V4	4cze;4czf;4czg;4czh;4czi;4czj;4czk;4czl;4czm
